2022-06-27 13:33:24.284  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 3184 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 13:33:24.287  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 13:39:26.447  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=121|49=LMXBDM|52=20220627-11:39:26.387|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=4.95|272=20220627|273=11:39:26.295|269=1|270=21345.26|271=5|10=100|
2022-06-27 13:39:31.651  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=122|49=LMXBDM|52=20220627-11:39:31.590|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21341.74|271=4.87|272=20220627|273=11:39:31.586|269=1|270=21344.27|271=5|10=094|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:31.651  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:31.651  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=122|49=LMXBDM|52=20220627-11:39:31.590|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21341.74|271=4.87|272=20220627|273=11:39:31.586|269=1|270=21344.27|271=5|10=094|
2022-06-27 13:39:32.752  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=123|49=LMXBDM|52=20220627-11:39:32.691|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.01|271=4.87|272=20220627|273=11:39:32.645|269=1|270=21345.01|271=5|10=080|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:32.752  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:32.752  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=123|49=LMXBDM|52=20220627-11:39:32.691|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.01|271=4.87|272=20220627|273=11:39:32.645|269=1|270=21345.01|271=5|10=080|
2022-06-27 13:39:34.852  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=124|49=LMXBDM|52=20220627-11:39:34.793|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.51|271=4.87|272=20220627|273=11:39:34.761|269=1|270=21344.51|271=5|10=095|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:34.852  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:34.852  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=124|49=LMXBDM|52=20220627-11:39:34.793|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.51|271=4.87|272=20220627|273=11:39:34.761|269=1|270=21344.51|271=5|10=095|
2022-06-27 13:39:38.862  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=14|49=jcorderop|52=20220627-11:39:38.862|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:38.862  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 13:39:39.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=125|49=LMXBDM|52=20220627-11:39:39.095|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=4.72|272=20220627|273=11:39:38.995|269=1|270=21345.26|271=5|10=109|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:39.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:39.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=125|49=LMXBDM|52=20220627-11:39:39.095|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.26|271=4.72|272=20220627|273=11:39:38.995|269=1|270=21345.26|271=5|10=109|
2022-06-27 13:39:40.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=126|49=LMXBDM|52=20220627-11:39:40.096|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.01|271=4.72|272=20220627|273=11:39:40.054|269=1|270=21345.01|271=5|10=068|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:40.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:40.150  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=126|49=LMXBDM|52=20220627-11:39:40.096|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.01|271=4.72|272=20220627|273=11:39:40.054|269=1|270=21345.01|271=5|10=068|
2022-06-27 13:39:42.252  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=127|49=LMXBDM|52=20220627-11:39:42.197|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.51|271=4.72|272=20220627|273=11:39:42.169|269=1|270=21344.51|271=5|10=090|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:42.252  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:42.252  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=127|49=LMXBDM|52=20220627-11:39:42.197|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.51|271=4.72|272=20220627|273=11:39:42.169|269=1|270=21344.51|271=5|10=090|
2022-06-27 13:39:43.359  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=128|49=LMXBDM|52=20220627-11:39:43.297|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.76|271=4.72|272=20220627|273=11:39:43.227|269=1|270=21344.76|271=5|10=103|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:43.359  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:43.359  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=128|49=LMXBDM|52=20220627-11:39:43.297|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.76|271=4.72|272=20220627|273=11:39:43.227|269=1|270=21344.76|271=5|10=103|
2022-06-27 13:39:44.360  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=129|49=LMXBDM|52=20220627-11:39:44.298|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=4.72|272=20220627|273=11:39:44.285|269=1|270=21345.51|271=5|10=099|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:44.360  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:44.360  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=129|49=LMXBDM|52=20220627-11:39:44.298|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.51|271=4.72|272=20220627|273=11:39:44.285|269=1|270=21345.51|271=5|10=099|
2022-06-27 13:39:45.460  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=130|49=LMXBDM|52=20220627-11:39:45.398|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:45.344|269=1|270=21351.57|271=5|10=092|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:45.460  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:45.460  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=130|49=LMXBDM|52=20220627-11:39:45.398|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:45.344|269=1|270=21351.57|271=5|10=092|
2022-06-27 13:39:47.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=131|49=LMXBDM|52=20220627-11:39:47.499|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:47.462|269=1|270=21351.77|271=5|10=102|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:47.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:47.560  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=131|49=LMXBDM|52=20220627-11:39:47.499|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:47.462|269=1|270=21351.77|271=5|10=102|
2022-06-27 13:39:50.761  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=132|49=LMXBDM|52=20220627-11:39:50.702|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:50.639|269=1|270=21352.01|271=5|10=072|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:50.761  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:50.761  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=132|49=LMXBDM|52=20220627-11:39:50.702|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:50.639|269=1|270=21352.01|271=5|10=072|
2022-06-27 13:39:51.760  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=133|49=LMXBDM|52=20220627-11:39:51.702|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:51.699|269=1|270=21351.77|271=5|10=093|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:51.760  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:51.760  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=133|49=LMXBDM|52=20220627-11:39:51.702|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21342.24|271=4.72|272=20220627|273=11:39:51.699|269=1|270=21351.77|271=5|10=093|
2022-06-27 13:39:56.060  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=134|49=LMXBDM|52=20220627-11:39:56.005|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.74|271=4.72|272=20220627|273=11:39:55.936|269=1|270=21351.27|271=5|10=094|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:56.060  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:56.060  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=134|49=LMXBDM|52=20220627-11:39:56.005|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21343.74|271=4.72|272=20220627|273=11:39:55.936|269=1|270=21351.27|271=5|10=094|
2022-06-27 13:39:57.061  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=135|49=LMXBDM|52=20220627-11:39:57.007|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.24|271=4.72|272=20220627|273=11:39:56.994|269=1|270=21351.27|271=5|10=100|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:57.061  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:57.061  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=135|49=LMXBDM|52=20220627-11:39:57.007|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.24|271=4.72|272=20220627|273=11:39:56.994|269=1|270=21351.27|271=5|10=100|
2022-06-27 13:39:59.969  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=136|49=LMXBDM|52=20220627-11:39:59.909|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.24|271=4.72|272=20220627|273=11:39:59.870|269=1|270=21351.27|271=5|10=110|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:39:59.969  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:39:59.969  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=136|49=LMXBDM|52=20220627-11:39:59.909|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21345.24|271=4.72|272=20220627|273=11:39:59.870|269=1|270=21351.27|271=5|10=110|
2022-06-27 13:40:00.270  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=137|49=LMXBDM|52=20220627-11:40:00.209|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.24|271=4.72|272=20220627|273=11:40:00.170|269=1|270=21342.27|271=5|10=055|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:00.270  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:00.270  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=137|49=LMXBDM|52=20220627-11:40:00.209|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.24|271=4.72|272=20220627|273=11:40:00.170|269=1|270=21342.27|271=5|10=055|
2022-06-27 13:40:01.369  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=138|49=LMXBDM|52=20220627-11:40:01.310|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.24|271=4.72|272=20220627|273=11:40:01.228|269=1|270=21341.77|271=5|10=059|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:01.369  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:01.369  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=138|49=LMXBDM|52=20220627-11:40:01.310|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.24|271=4.72|272=20220627|273=11:40:01.228|269=1|270=21341.77|271=5|10=059|
2022-06-27 13:40:06.669  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=139|49=LMXBDM|52=20220627-11:40:06.613|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.24|271=4.72|272=20220627|273=11:40:06.519|269=1|270=21340.77|271=5|10=078|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:06.669  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:06.669  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=139|49=LMXBDM|52=20220627-11:40:06.613|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21338.24|271=4.72|272=20220627|273=11:40:06.519|269=1|270=21340.77|271=5|10=078|
2022-06-27 13:40:07.669  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=140|49=LMXBDM|52=20220627-11:40:07.614|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21330.74|271=4.72|272=20220627|273=11:40:07.576|269=1|270=21339.27|271=5|10=076|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:07.669  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:07.669  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=140|49=LMXBDM|52=20220627-11:40:07.614|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21330.74|271=4.72|272=20220627|273=11:40:07.576|269=1|270=21339.27|271=5|10=076|
2022-06-27 13:40:08.771  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=141|49=LMXBDM|52=20220627-11:40:08.715|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21330.74|271=4.72|272=20220627|273=11:40:08.633|269=1|270=21337.77|271=5|10=078|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:08.771  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:08.771  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=141|49=LMXBDM|52=20220627-11:40:08.715|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21330.74|271=4.72|272=20220627|273=11:40:08.633|269=1|270=21337.77|271=5|10=078|
2022-06-27 13:40:08.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=15|49=jcorderop|52=20220627-11:40:08.866|56=LMXBDM|10=162|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:08.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 13:40:09.775  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=142|49=LMXBDM|52=20220627-11:40:09.716|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21331.24|271=4.72|272=20220627|273=11:40:09.692|269=1|270=21337.77|271=5|10=083|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:09.775  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:09.775  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=142|49=LMXBDM|52=20220627-11:40:09.716|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21331.24|271=4.72|272=20220627|273=11:40:09.692|269=1|270=21337.77|271=5|10=083|
2022-06-27 13:40:11.871  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: Message=8=FIX.4.4|9=175|35=W|34=143|49=LMXBDM|52=20220627-11:40:11.817|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21332.24|271=4.72|272=20220627|273=11:40:11.806|269=1|270=21337.77|271=5|10=070|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 13:40:11.871  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromApp: msgType W
2022-06-27 13:40:11.880  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ApplicationMessageCracker    : MarketDataSnapshotFullRefresh sessionID=FIX.4.4:jcorderop->LMXBDM: 8=FIX.4.4|9=175|35=W|34=143|49=LMXBDM|52=20220627-11:40:11.817|56=jcorderop|22=8|48=100934|262=100934|268=2|269=0|270=21332.24|271=4.72|272=20220627|273=11:40:11.806|269=1|270=21337.77|271=5|10=070|
